ticker,S,K,T,maturity_days,r,sigma,option_type,target_price
TSLA,406.9920959472656,430.0,0.5232876712328767,191,0.04,0.4385432122802735,put,65.85
TSLA,406.9920959472656,355.0,0.3506849315068493,128,0.04,0.5873454351806642,call,81.42
GOOGL,367.2699890136719,370.0,1.0191780821917809,372,0.04,0.3234625759887695,put,49.5
TSLA,406.9920959472656,340.0,0.03287671232876712,12,0.04,0.5463912548828126,put,0.99
GOOGL,367.2699890136719,415.0,0.043835616438356165,16,0.04,0.3745179736328125,call,0.9
META,595.3900146484375,605.0,0.06027397260273973,22,0.04,0.3467777725219726,put,30.0
TSLA,406.9920959472656,850.0,0.6,219,0.04,0.5964395825195312,call,6.44
GOOGL,367.2699890136719,215.0,2.5178082191780824,919,0.04,0.5592085095214845,call,181.6
AAPL,292.6099853515625,370.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,60.95
META,595.3900146484375,390.0,2.5178082191780824,919,0.04,0.5190935542297364,call,284.0
NVDA,206.94500732421875,275.0,0.0136986301369863,5,0.04,0.6875031250000001,call,0.05
AAPL,292.6099853515625,100.0,0.7726027397260274,282,0.04,0.9831544653320312,call,209.7
TSLA,406.9920959472656,490.0,0.06027397260273973,22,0.04,0.5587202331542969,call,3.0
META,595.3900146484375,1100.0,1.6164383561643836,590,0.04,0.4487817573547363,call,30.05
META,595.3900146484375,290.0,1.0191780821917809,372,0.04,0.44482977050781247,put,3.35
GOOGL,367.2699890136719,680.0,0.4465753424657534,163,0.04,0.4484918432617187,call,1.04
META,595.3900146484375,60.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,call,511.35
GOOGL,367.2699890136719,610.0,0.3506849315068493,128,0.04,0.426885614013672,call,1.03
MSFT,409.6400146484375,610.0,0.273972602739726,100,0.04,0.22657023437499998,put,151.22
META,595.3900146484375,1150.0,0.021917808219178082,8,0.04,0.500005,call,0.02
GOOGL,367.2699890136719,270.0,0.4465753424657534,163,0.04,0.3897155755615235,put,4.95
NVDA,206.94500732421875,112.0,0.5232876712328767,191,0.04,0.5200243310546875,put,1.27
TSLA,406.9920959472656,850.0,0.10136986301369863,37,0.04,0.8398453515625,call,0.18
MSFT,409.6400146484375,450.0,0.273972602739726,100,0.04,0.31867136413574215,put,51.5
MSFT,409.6400146484375,397.5,0.043835616438356165,16,0.04,0.38031625549316406,call,21.06
NVDA,206.94500732421875,205.0,0.043835616438356165,16,0.04,0.31958688232421867,put,4.8
GOOGL,367.2699890136719,525.0,0.19726027397260273,72,0.04,0.43420975952148444,call,0.95
NVDA,206.94500732421875,15.0,2.5178082191780824,919,0.04,0.69336244140625,put,0.19
MSFT,409.6400146484375,205.0,0.021917808219178082,8,0.04,1.2968785156249998,put,0.03
NVDA,206.94500732421875,277.5,0.021917808219178082,8,0.04,0.648441015625,call,0.03
META,595.3900146484375,1050.0,2.0191780821917806,737,0.04,0.45614404945373543,call,49.95
NVDA,206.94500732421875,1760.0,0.021917808219178082,8,0.04,0.0,call,198.0
NVDA,206.94500732421875,65.0,0.021917808219178082,8,0.04,2.1250046874999997,put,0.01
GOOGL,367.2699890136719,375.0,0.12054794520547946,44,0.04,0.3060066958618164,put,22.47
TSLA,406.9920959472656,620.0,1.2712328767123289,464,0.04,0.568264510269165,call,41.85
AAPL,292.6099853515625,297.5,0.043835616438356165,16,0.04,0.15070429382324224,put,6.45
NVDA,206.94500732421875,50.0,0.273972602739726,100,0.04,1.982666102294922,call,171.0
AMZN,247.50999450683594,235.0,0.019178082191780823,7,0.04,0.3523013989257812,put,1.04
MSFT,409.6400146484375,520.0,1.5205479452054795,555,0.04,0.38960113578796385,call,41.55
NVDA,206.94500732421875,1200.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,258.0
META,595.3900146484375,1050.0,0.273972602739726,100,0.04,0.5120898400878906,call,1.3
GOOGL,367.2699890136719,680.0,1.5205479452054795,555,0.04,0.4353236399841309,call,14.45
AMZN,247.50999450683594,225.0,0.6,219,0.04,0.33408258697509763,put,15.58
MSFT,409.6400146484375,430.0,0.0821917808219178,30,0.04,0.27082028015136717,put,24.3
AMZN,247.50999450683594,305.0,1.0986301369863014,401,0.04,0.41712008666992184,call,23.4
GOOGL,367.2699890136719,165.0,0.3506849315068493,128,0.04,0.5688519677734375,put,0.15
AMZN,247.50999450683594,230.0,0.3506849315068493,128,0.04,0.33756155609130856,put,11.28
TSLA,406.9920959472656,95.0,0.7726027397260274,282,0.04,1.1501507336425782,call,287.4
NVDA,206.94500732421875,430.0,2.5178082191780824,919,0.04,0.20130193237304686,put,210.35
NVDA,206.94500732421875,2.5,0.5232876712328767,191,0.04,0.0,call,210.86
MSFT,409.6400146484375,570.0,0.4465753424657534,163,0.04,0.268989243774414,put,115.71
AMZN,247.50999450683594,350.0,0.3506849315068493,128,0.04,0.29444064941406245,put,82.43
AAPL,292.6099853515625,400.0,0.7726027397260274,282,0.04,1.0000000000000003e-05,put,96.45
AMZN,247.50999450683594,165.0,2.5178082191780824,919,0.04,0.5384262466430666,call,112.65
NVDA,206.94500732421875,205.0,2.5178082191780824,919,0.04,0.5438125453186036,call,69.65
META,595.3900146484375,525.0,0.4465753424657534,163,0.04,0.3838257418823242,put,30.15
AAPL,292.6099853515625,285.0,0.005479452054794521,2,0.04,0.23975369628906246,put,0.5
NVDA,206.94500732421875,212.5,0.043835616438356165,16,0.04,0.47046427978515626,call,6.25
META,595.3900146484375,515.0,0.0821917808219178,30,0.04,0.37280900634765624,put,3.25
NVDA,206.94500732421875,320.0,0.10136986301369863,37,0.04,1.0000000000000003e-05,put,106.26
META,595.3900146484375,760.0,0.005479452054794521,2,0.04,0.804689453125,call,0.04
MSFT,409.6400146484375,690.0,0.6,219,0.04,1.0000000000000003e-05,put,161.85
GOOGL,367.2699890136719,145.0,0.6,219,0.04,0.5239305419921875,put,0.48
TSLA,406.9920959472656,340.0,1.2712328767123289,464,0.04,0.46602401657104503,put,48.9
NVDA,206.94500732421875,530.0,0.021917808219178082,8,0.04,0.0,call,674.21
GOOGL,367.2699890136719,550.0,0.021917808219178082,8,0.04,0.8710950390625,call,0.05
NVDA,206.94500732421875,2120.0,0.021917808219178082,8,0.04,19.374759804763794,call,150.0
NVDA,206.94500732421875,1740.0,0.5232876712328767,191,0.04,0.0,call,250.06
META,595.3900146484375,700.0,0.5232876712328767,191,0.04,0.4148312911987304,call,36.75
MSFT,409.6400146484375,480.0,2.5178082191780824,919,0.04,0.25775888732910157,put,101.65
META,595.3900146484375,460.0,1.5205479452054795,555,0.04,0.5059863854980469,call,197.0
TSLA,406.9920959472656,335.0,0.3506849315068493,128,0.04,0.4781546325683594,put,15.45
MSFT,409.6400146484375,415.0,0.5232876712328767,191,0.04,0.3120491159057617,put,38.14
META,595.3900146484375,565.0,0.03287671232876712,12,0.04,0.35297277893066403,call,30.5
META,595.3900146484375,1200.0,0.5232876712328767,191,0.04,0.49841810180664065,call,2.62
GOOGL,367.2699890136719,225.0,0.4465753424657534,163,0.04,0.4312801013183594,put,1.41
META,595.3900146484375,480.0,2.5178082191780824,919,0.04,0.35078697925567626,put,66.64
NVDA,206.94500732421875,125.0,0.7726027397260274,282,0.04,0.6807282904052736,call,91.29
TSLA,406.9920959472656,830.0,2.0191780821917806,737,0.04,0.35822174987792965,put,460.15
AMZN,247.50999450683594,155.0,0.0821917808219178,30,0.04,0.6562534375000001,put,0.08
AAPL,292.6099853515625,210.0,0.6958904109589041,254,0.04,0.5077258700561523,call,101.75
NVDA,206.94500732421875,189.0,0.5232876712328767,191,0.04,0.41061990753173827,put,15.95
GOOGL,367.2699890136719,460.0,0.06027397260273973,22,0.04,0.4580132324218751,call,0.42
NVDA,206.94500732421875,50.0,2.5178082191780824,919,0.04,0.5288133056640626,put,1.53
MSFT,409.6400146484375,360.0,0.021917808219178082,8,0.04,0.43164630859375,put,0.3
NVDA,206.94500732421875,1950.0,0.5232876712328767,191,0.04,0.0,call,217.01
TSLA,406.9920959472656,50.0,0.7726027397260274,282,0.04,1.0166064794921876,put,0.31
AAPL,292.6099853515625,20.0,1.5205479452054795,555,0.04,1.9643556469726562,call,227.46
GOOGL,367.2699890136719,342.5,0.0136986301369863,5,0.04,0.6569858520507813,call,27.3
GOOGL,367.2699890136719,255.0,0.0821917808219178,30,0.04,0.5610395458984375,put,0.19
TSLA,406.9920959472656,660.0,1.5205479452054795,555,0.04,0.377913020248413,put,246.65
GOOGL,367.2699890136719,430.0,0.3506849315068493,128,0.04,0.3910888528442382,call,11.19
TSLA,406.9920959472656,85.0,2.0191780821917806,737,0.04,0.6468541174316407,put,2.82
NVDA,206.94500732421875,242.5,0.005479452054794521,2,0.04,1.0000000000000003e-05,put,34.0
GOOGL,367.2699890136719,670.0,0.10136986301369863,37,0.04,0.789064609375,call,0.14
MSFT,409.6400146484375,370.0,0.19726027397260273,72,0.04,0.34967691345214835,put,9.5
META,595.3900146484375,820.0,0.6,219,0.04,1.0000000000000003e-05,put,299.17
GOOGL,367.2699890136719,355.0,0.005479452054794521,2,0.04,0.5961954443359375,call,16.3
TSLA,406.9920959472656,870.0,0.5232876712328767,191,0.04,0.6128578753662111,call,4.85
NVDA,206.94500732421875,950.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,141.2
AMZN,247.50999450683594,235.0,0.005479452054794521,2,0.04,0.38623660644531244,put,0.4
META,595.3900146484375,620.0,0.12054794520547946,44,0.04,0.37525038818359374,call,17.55
GOOGL,367.2699890136719,375.0,0.4465753424657534,163,0.04,0.42235379898071285,call,34.27
GOOGL,367.2699890136719,230.0,0.021917808219178082,8,0.04,1.05078599609375,put,0.02
AAPL,292.6099853515625,110.0,0.005479452054794521,2,0.04,0.500005,put,0.01
NVDA,206.94500732421875,175.0,1.6164383561643836,590,0.04,0.556492472229004,call,71.11
META,595.3900146484375,340.0,0.3506849315068493,128,0.04,0.481450498046875,put,1.35
AAPL,292.6099853515625,395.0,1.5205479452054795,555,0.04,0.31450575637817374,call,21.82
AAPL,292.6099853515625,235.0,0.10136986301369863,37,0.04,0.7188748815917969,call,75.27
META,595.3900146484375,530.0,0.043835616438356165,16,0.04,0.48950705810546885,call,62.13
META,595.3900146484375,940.0,2.5178082191780824,919,0.04,0.3029625978851318,put,350.0
NVDA,206.94500732421875,120.0,1.5205479452054795,555,0.04,0.4512383978271485,put,7.45
META,595.3900146484375,1230.0,0.021917808219178082,8,0.04,1.2500037499999999,call,0.03
TSLA,406.9920959472656,620.0,0.6,219,0.04,0.37592176818847656,put,193.85
META,595.3900146484375,1060.0,2.0191780821917806,737,0.04,0.27416192153930663,put,434.81
MSFT,409.6400146484375,410.0,0.7726027397260274,282,0.04,0.3039925558471679,put,43.0
AMZN,247.50999450683594,287.5,0.005479452054794521,2,0.04,0.6171913281250001,put,33.98
GOOGL,367.2699890136719,210.0,0.06027397260273973,22,0.04,0.88476677734375,put,0.06
MSFT,409.6400146484375,710.0,1.5205479452054795,555,0.04,0.39731437652587887,call,15.35
META,595.3900146484375,50.0,0.021917808219178082,8,0.04,5.062503671875,put,0.06
GOOGL,367.2699890136719,335.0,0.6,219,0.04,0.4520013296508789,call,58.73
TSLA,406.9920959472656,345.0,0.5232876712328767,191,0.04,0.47186807434082034,put,25.85
MSFT,409.6400146484375,397.5,0.0136986301369863,5,0.04,0.2854075366210937,put,2.48
GOOGL,367.2699890136719,412.5,0.0136986301369863,5,0.04,0.47559118164062497,call,0.37
NVDA,206.94500732421875,70.0,0.3506849315068493,128,0.04,1.3847687011718748,call,146.23
TSLA,406.9920959472656,730.0,2.5178082191780824,919,0.04,0.3630205910491944,put,321.3
AAPL,292.6099853515625,330.0,0.06027397260273973,22,0.04,1.0000000000000003e-05,put,17.44
AAPL,292.6099853515625,100.0,0.021917808219178082,8,0.04,2.2968792578125,put,0.01
AMZN,247.50999450683594,310.0,0.4465753424657534,163,0.04,0.40015248291015626,call,8.25
NVDA,206.94500732421875,135.0,1.5205479452054795,555,0.04,0.6024514852905275,call,93.05
TSLA,406.9920959472656,322.5,0.021917808219178082,8,0.04,0.7060576269531251,put,0.53
MSFT,409.6400146484375,480.0,2.0191780821917806,737,0.04,0.2621838919067383,put,93.1
AAPL,292.6099853515625,335.0,0.12054794520547946,44,0.04,1.0000000000000003e-05,put,24.63
GOOGL,367.2699890136719,120.0,0.021917808219178082,8,0.04,4.158696207885742,call,251.45
NVDA,206.94500732421875,370.0,1.0191780821917809,372,0.04,1.0000000000000003e-05,put,142.5
GOOGL,367.2699890136719,740.0,0.4465753424657534,163,0.04,0.4848684326171875,call,0.7
NVDA,206.94500732421875,315.0,0.5232876712328767,191,0.04,0.4854787780761719,call,4.92
GOOGL,367.2699890136719,155.0,0.273972602739726,100,0.04,1.1235395385742186,call,236.63
AAPL,292.6099853515625,335.0,0.4465753424657534,163,0.04,0.131844619140625,put,38.7
META,595.3900146484375,1180.0,0.6,219,0.04,0.4808706698608398,call,3.7
MSFT,409.6400146484375,325.0,0.5232876712328767,191,0.04,0.46024099334716795,call,114.0
TSLA,406.9920959472656,280.0,1.0191780821917809,372,0.04,0.6597171479797364,call,166.97
TSLA,406.9920959472656,655.0,0.4465753424657534,163,0.04,0.5590559231567384,put,259.25
AAPL,292.6099853515625,240.0,0.3506849315068493,128,0.04,0.4892934371948243,call,64.4
AAPL,292.6099853515625,170.0,0.6958904109589041,254,0.04,0.37720349365234374,put,1.04
AAPL,292.6099853515625,290.0,1.6164383561643836,590,0.04,0.3685976226806641,call,59.2
GOOGL,367.2699890136719,275.0,0.273972602739726,100,0.04,0.5720257641601563,call,95.2
MSFT,409.6400146484375,250.0,2.0191780821917806,737,0.04,0.5008900009155274,call,191.0
NVDA,206.94500732421875,50.0,1.5205479452054795,555,0.04,0.9763796307373047,call,173.95
META,595.3900146484375,1230.0,0.6,219,0.04,1.1965601085281374,put,647.2
AMZN,247.50999450683594,165.0,0.5232876712328767,191,0.04,0.4102842175292969,put,2.43
